"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Readmission_Score","Lower","Higher"
450293,"FRIO REGIONAL HOSPITAL","PEARSALL","TX",78061,"FRIO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450299,"COLLEGE STATION MEDICAL CENTER","COLLEGE STATION","TX",77842,"BRAZOS","READM_30_AMI","No Different than the National Rate",17.3,"14.2","20.9"
450306,"STAMFORD MEMORIAL HOSPITAL","STAMFORD","TX",79553,"JONES","READM_30_AMI",NA,NA,"Not Available","Not Available"
450324,"TEXOMA MEDICAL CENTER","DENISON","TX",75020,"GRAYSON","READM_30_AMI","No Different than the National Rate",17.8,"15.2","20.5"
450330,"OAKBEND MEDICAL CENTER","RICHMOND","TX",77469,"FORT BEND","READM_30_AMI","No Different than the National Rate",16.9,"13.7","20.5"
450340,"SAN ANGELO COMMUNITY MEDICAL CENTER","SAN ANGELO","TX",76904,"TOM GREEN","READM_30_AMI","No Different than the National Rate",15.9,"13.1","19.1"
450346,"BAPTIST BEAUMONT HOSPITAL","BEAUMONT","TX",77701,"JEFFERSON","READM_30_AMI","No Different than the National Rate",18.1,"15.2","21.3"
450347,"HUNTSVILLE MEMORIAL HOSPITAL","HUNTSVILLE","TX",77340,"WALKER","READM_30_AMI","No Different than the National Rate",16.2,"13.2","19.9"
450348,"FALLS COMMUNITY HOSPITAL AND CLINIC","MARLIN","TX",76661,"FALLS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450351,"TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL","STEPHENVILLE","TX",76401,"ERATH","READM_30_AMI",NA,NA,"Not Available","Not Available"
450352,"HUNT REGIONAL MEDICAL CENTER","GREENVILLE","TX",75401,"HUNT","READM_30_AMI",NA,NA,"Not Available","Not Available"
450358,"METHODIST HOSPITAL,THE","HOUSTON","TX",77030,"HARRIS","READM_30_AMI","No Different than the National Rate",16.7,"14.6","18.9"
450369,"CHILDRESS REGIONAL MEDICAL CENTER","CHILDRESS","TX",79201,"CHILDRESS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450370,"COLUMBUS COMMUNITY HOSPITAL","COLUMBUS","TX",78934,"COLORADO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450372,"BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE","WAXAHACHIE","TX",75165,"ELLIS","READM_30_AMI","No Different than the National Rate",17,"13.9","20.6"
450379,"DALLAS MEDICAL CENTER","DALLAS","TX",75234,"DALLAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450388,"METHODIST HOSPITAL","SAN ANTONIO","TX",78229,"BEXAR","READM_30_AMI","No Different than the National Rate",17.8,"16.1","19.7"
450389,"EAST TEXAS MEDICAL CENTER ATHENS","ATHENS","TX",75751,"HENDERSON","READM_30_AMI","No Different than the National Rate",16.9,"13.7","20.4"
450395,"MEMORIAL MEDICAL CENTER LIVINGSTON","LIVINGSTON","TX",77351,"POLK","READM_30_AMI",NA,NA,"Not Available","Not Available"
450399,"BROWNFIELD REGIONAL MEDICAL CENTER","BROWNFIELD","TX",79316,"TERRY","READM_30_AMI",NA,NA,"Not Available","Not Available"
450400,"PARKVIEW REGIONAL HOSPITAL","MEXIA","TX",76667,"LIMESTONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
450403,"MEDICAL CENTER OF MCKINNEY","MCKINNEY","TX",75069,"COLLIN","READM_30_AMI","No Different than the National Rate",17.5,"14.6","21.0"
450411,"EASTLAND MEMORIAL HOSPITAL","EASTLAND","TX",76448,"EASTLAND","READM_30_AMI",NA,NA,"Not Available","Not Available"
450419,"TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","AZLE","TX",76020,"TARRANT","READM_30_AMI",NA,NA,"Not Available","Not Available"
450422,"BAYLOR MEDICAL CENTER AT UPTOWN","DALLAS","TX",75204,"DALLAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450424,"HOUSTON METHODIST SAN JACINTO HOSPITAL","BAYTOWN","TX",77521,"HARRIS","READM_30_AMI","No Different than the National Rate",16.4,"13.7","19.4"
450431,"ST DAVID'S MEDICAL CENTER","AUSTIN","TX",78705,"TRAVIS","READM_30_AMI","No Different than the National Rate",15.6,"13.3","18.1"
450447,"NAVARRO REGIONAL HOSPITAL","CORSICANA","TX",75110,"NAVARRO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450451,"GLEN ROSE MEDICAL CENTER","GLEN ROSE","TX",76043,"SOMERVELL","READM_30_AMI",NA,NA,"Not Available","Not Available"
450460,"TYLER COUNTY HOSPITAL","WOODVILLE","TX",75979,"TYLER","READM_30_AMI",NA,NA,"Not Available","Not Available"
450462,"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","DALLAS","TX",75231,"DALLAS","READM_30_AMI","No Different than the National Rate",16,"13.6","18.5"
450465,"MATAGORDA REGIONAL MEDICAL CENTER","BAY CITY","TX",77414,"MATAGORDA","READM_30_AMI","No Different than the National Rate",16,"13.0","19.4"
450469,"WILSON N JONES REGIONAL MEDICAL CENTER","SHERMAN","TX",75091,"GRAYSON","READM_30_AMI","No Different than the National Rate",17.3,"14.4","20.7"
450475,"ETMC HENDERSON","HENDERSON","TX",75652,"RUSK","READM_30_AMI",NA,NA,"Not Available","Not Available"
450484,"WOODLAND HEIGHTS MEDICAL CENTER","LUFKIN","TX",75904,"ANGELINA","READM_30_AMI","No Different than the National Rate",16.2,"13.5","19.4"
450488,"ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE","KILGORE","TX",75662,"GREGG","READM_30_AMI",NA,NA,"Not Available","Not Available"
450489,"MEDICAL ARTS HOSPITAL","LAMESA","TX",79331,"DAWSON","READM_30_AMI",NA,NA,"Not Available","Not Available"
450498,"STEPHENS MEMORIAL HOSPITAL","BRECKENRIDGE","TX",76424,"STEPHENS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450508,"MEMORIAL HOSPITAL","NACOGDOCHES","TX",75961,"NACOGDOCHES","READM_30_AMI","No Different than the National Rate",17.4,"14.2","21.3"
450518,"THE MEDICAL CENTER OF SOUTHEAST TEXAS","PORT ARTHUR","TX",77640,"JEFFERSON","READM_30_AMI","No Different than the National Rate",16.6,"13.6","20.0"
450537,"METHODIST RICHARDSON MEDICAL CENTER","RICHARDSON","TX",75082,"DALLAS","READM_30_AMI","No Different than the National Rate",16.3,"13.5","19.2"
450539,"COVENANT HOSPITAL PLAINVIEW","PLAINVIEW","TX",79072,"HALE","READM_30_AMI",NA,NA,"Not Available","Not Available"
450558,"ABILENE REGIONAL MEDICAL CENTER","ABILENE","TX",79606,"TAYLOR","READM_30_AMI","No Different than the National Rate",16.4,"13.5","19.5"
450563,"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE","GRAPEVINE","TX",76051,"TARRANT","READM_30_AMI","No Different than the National Rate",16.2,"13.4","19.5"
450565,"PALO PINTO GENERAL HOSPITAL","MINERAL WELLS","TX",76067,"PALO PINTO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450571,"SHANNON MEDICAL CENTER","SAN ANGELO","TX",76903,"TOM GREEN","READM_30_AMI","No Different than the National Rate",15.6,"13.1","18.4"
450573,"CHRISTUS JASPER MEMORIAL HOSPITAL","JASPER","TX",75951,"JASPER","READM_30_AMI",NA,NA,"Not Available","Not Available"
450578,"HEMPHILL COUNTY HOSPITAL","CANADIAN","TX",79014,"HEMPHILL","READM_30_AMI",NA,NA,"Not Available","Not Available"
450580,"HOUSTON COUNTY MEDICAL CENTER","CROCKETT","TX",75835,"HOUSTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
450584,"WILBARGER GENERAL HOSPITAL","VERNON","TX",76384,"WILBARGER","READM_30_AMI",NA,NA,"Not Available","Not Available"
450586,"SEYMOUR HOSPITAL","SEYMOUR","TX",76380,"BAYLOR","READM_30_AMI",NA,NA,"Not Available","Not Available"
450587,"BROWNWOOD REGIONAL MEDICAL CENTER","BROWNWOOD","TX",76801,"BROWN","READM_30_AMI",NA,NA,"Not Available","Not Available"
450596,"LAKE GRANBURY MEDICAL CENTER","GRANBURY","TX",76048,"HOOD","READM_30_AMI","No Different than the National Rate",16.9,"13.8","20.5"
450597,"CUERO COMMUNITY HOSPITAL","CUERO","TX",77954,"DE WITT","READM_30_AMI",NA,NA,"Not Available","Not Available"
450604,"HILL COUNTRY MEMORIAL HOSPITAL INC","FREDERICKSBURG","TX",78624,"GILLESPIE","READM_30_AMI",NA,NA,"Not Available","Not Available"
450605,"CARE REGIONAL MEDICAL CENTER","ARANSAS PASS","TX",78336,"SAN PATRICIO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450610,"MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","HOUSTON","TX",77024,"HARRIS","READM_30_AMI","No Different than the National Rate",17.3,"14.7","20.4"
450617,"CLEAR LAKE REGIONAL MEDICAL CENTER","WEBSTER","TX",77598,"HARRIS","READM_30_AMI","No Different than the National Rate",16.3,"14.2","18.5"
450620,"DIMMIT REGIONAL HOSPITAL","CARRIZO SPRINGS","TX",78834,"DIMMIT","READM_30_AMI",NA,NA,"Not Available","Not Available"
450634,"DENTON REGIONAL MEDICAL CENTER","DENTON","TX",76210,"DENTON","READM_30_AMI","No Different than the National Rate",19.7,"16.8","23.2"
450638,"HOUSTON NORTHWEST MEDICAL CENTER","HOUSTON","TX",77090,"HARRIS","READM_30_AMI","No Different than the National Rate",17.4,"14.6","20.6"
450639,"TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","BEDFORD","TX",76022,"TARRANT","READM_30_AMI","No Different than the National Rate",16.6,"13.8","19.7"
450641,"NOCONA GENERAL HOSPITAL","NOCONA","TX",76255,"MONTAGUE","READM_30_AMI",NA,NA,"Not Available","Not Available"
450643,"DOCTORS HOSPITAL OF LAREDO","LAREDO","TX",78041,"WEBB","READM_30_AMI","No Different than the National Rate",16.1,"13.1","19.6"
450644,"WEST HOUSTON MEDICAL CENTER","HOUSTON","TX",77082,"HARRIS","READM_30_AMI","No Different than the National Rate",17.7,"14.9","21.0"
450647,"MEDICAL CITY DALLAS HOSPITAL","DALLAS","TX",75230,"DALLAS","READM_30_AMI","No Different than the National Rate",17.1,"14.2","20.5"
450651,"MEDICAL CENTER OF PLANO","PLANO","TX",75075,"COLLIN","READM_30_AMI","No Different than the National Rate",18,"15.0","21.4"
450653,"SCENIC MOUNTAIN MEDICAL CENTER","BIG SPRING","TX",79720,"HOWARD","READM_30_AMI","No Different than the National Rate",17.9,"14.9","21.6"
450654,"STARR COUNTY MEMORIAL HOSPITAL","RIO GRANDE CITY","TX",78582,"STARR","READM_30_AMI","No Different than the National Rate",17.5,"14.6","20.9"
450656,"NACOGDOCHES MEDICAL CENTER","NACOGDOCHES","TX",75961,"NACOGDOCHES","READM_30_AMI","No Different than the National Rate",17.4,"14.0","21.3"
450658,"EAST TEXAS MEDICAL CENTER - FAIRFIELD","FAIRFIELD","TX",75840,"FREESTONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
450659,"PARK PLAZA HOSPITAL","HOUSTON","TX",77004,"HARRIS","READM_30_AMI","No Different than the National Rate",17.2,"14.2","20.8"
450661,"ODESSA REGIONAL MEDICAL CENTER","ODESSA","TX",79761,"ECTOR","READM_30_AMI","No Different than the National Rate",17,"14.2","20.1"
450662,"VALLEY REGIONAL MEDICAL CENTER","BROWNSVILLE","TX",78526,"CAMERON","READM_30_AMI","No Different than the National Rate",16.7,"14.1","19.5"
450668,"SIERRA MEDICAL CENTER","EL PASO","TX",79902,"EL PASO","READM_30_AMI","No Different than the National Rate",15.4,"12.8","18.4"
450669,"MEDICAL CENTER OF LEWISVILLE","LEWISVILLE","TX",75057,"DENTON","READM_30_AMI","No Different than the National Rate",16.7,"13.8","20.2"
450670,"TOMBALL REGIONAL MEDICAL CENTER","TOMBALL","TX",77375,"HARRIS","READM_30_AMI","No Different than the National Rate",16.9,"14.3","19.9"
450672,"PLAZA MEDICAL CENTER OF FORT WORTH","FORT WORTH","TX",76104,"TARRANT","READM_30_AMI","No Different than the National Rate",16,"13.6","18.8"
450674,"WOMANS HOSPITAL OF TEXAS,THE","HOUSTON","TX",77054,"HARRIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450675,"MEDICAL CENTER OF ARLINGTON","ARLINGTON","TX",76015,"TARRANT","READM_30_AMI","No Different than the National Rate",17.3,"14.4","20.6"
450677,"TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","BURLESON","TX",76028,"JOHNSON","READM_30_AMI","No Different than the National Rate",16.1,"13.5","19.1"
450678,"DOCTORS HOSPITAL","DALLAS","TX",75218,"DALLAS","READM_30_AMI","No Different than the National Rate",17.6,"14.5","21.2"
450684,"MEMORIAL HERMANN NORTHEAST","HUMBLE","TX",77338,"HARRIS","READM_30_AMI","No Different than the National Rate",16.8,"14.2","20.0"
450686,"UNIVERSITY MEDICAL CENTER","LUBBOCK","TX",79415,"LUBBOCK","READM_30_AMI","No Different than the National Rate",17.5,"14.7","20.7"
450688,"DALLAS REGIONAL MEDICAL CENTER","MESQUITE","TX",75149,"DALLAS","READM_30_AMI","No Different than the National Rate",17.4,"14.2","20.6"
450690,"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","TYLER","TX",75708,"SMITH","READM_30_AMI","No Different than the National Rate",16.6,"13.5","20.3"
450694,"EL CAMPO MEMORIAL HOSPITAL","EL CAMPO","TX",77437,"WHARTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
450697,"SOUTHWEST GENERAL HOSPITAL","SAN ANTONIO","TX",78224,"BEXAR","READM_30_AMI","No Different than the National Rate",17,"14.2","20.3"
450698,"LAMB HEALTHCARE CENTER","LITTLEFIELD","TX",79339,"LAMB","READM_30_AMI",NA,NA,"Not Available","Not Available"
450702,"LONGVIEW REGIONAL MEDICAL CENTER","LONGVIEW","TX",75605,"GREGG","READM_30_AMI","No Different than the National Rate",15.4,"12.7","18.3"
450709,"HOUSTON METHODIST ST JOHN HOSPITAL","NASSAU BAY","TX",77058,"HARRIS","READM_30_AMI","No Different than the National Rate",17.5,"14.4","21.1"
450711,"RIO GRANDE REGIONAL HOSPITAL","MCALLEN","TX",78503,"HIDALGO","READM_30_AMI","No Different than the National Rate",18,"15.3","21.1"
450713,"ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","AUSTIN","TX",78704,"TRAVIS","READM_30_AMI","No Different than the National Rate",17.5,"14.8","20.4"
450716,"CYPRESS FAIRBANKS MEDICAL CENTER","HOUSTON","TX",77065,"HARRIS","READM_30_AMI","No Different than the National Rate",16.6,"13.7","19.7"
450718,"ROUND ROCK MEDICAL CENTER","ROUND ROCK","TX",78681,"WILLIAMSON","READM_30_AMI","No Different than the National Rate",16.2,"13.3","19.5"
450723,"METHODIST CHARLTON MEDICAL CENTER","DALLAS","TX",75237,"DALLAS","READM_30_AMI","No Different than the National Rate",16.1,"13.5","18.7"
450730,"BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON","CARROLLTON","TX",75010,"DENTON","READM_30_AMI","No Different than the National Rate",17.2,"14.1","20.5"
450742,"BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE","ROWLETT","TX",75088,"DALLAS","READM_30_AMI","No Different than the National Rate",17.6,"14.5","21.2"
450743,"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","DENTON","TX",76201,"DENTON","READM_30_AMI","No Different than the National Rate",17.5,"14.6","20.9"
450746,"KNOX COUNTY HOSPITAL","KNOX CITY","TX",79529,"KNOX","READM_30_AMI",NA,NA,"Not Available","Not Available"
450747,"PALESTINE REGIONAL MEDICAL CENTER","PALESTINE","TX",75801,"ANDERSON","READM_30_AMI","No Different than the National Rate",16.8,"13.8","20.3"
450749,"EAST TEXAS MEDICAL CENTER TRINITY","TRINITY","TX",75862,"TRINITY","READM_30_AMI",NA,NA,"Not Available","Not Available"
450754,"HAMILTON GENERAL HOSPITAL","HAMILTON","TX",76531,"HAMILTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
450755,"COVENANT HOSPITAL LEVELLAND","LEVELLAND","TX",79336,"HOCKLEY","READM_30_AMI",NA,NA,"Not Available","Not Available"
450766,"UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","DALLAS","TX",75390,"DALLAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450771,"TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","PLANO","TX",75093,"COLLIN","READM_30_AMI","No Different than the National Rate",16.3,"13.4","19.5"
450774,"TOPS SURGICAL SPECIALTY HOSPITAL","HOUSTON","TX",77090,"HARRIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450775,"KINGWOOD MEDICAL CENTER","KINGWOOD","TX",77325,"HARRIS","READM_30_AMI","No Different than the National Rate",17.8,"15.1","20.8"
450779,"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","FORT WORTH","TX",76132,"TARRANT","READM_30_AMI","No Different than the National Rate",16.2,"13.3","19.4"
450780,"METHODIST AMBULATORY SURGERY HOSPITAL NW","SAN ANTONIO","TX",78240,"BEXAR","READM_30_AMI",NA,NA,"Not Available","Not Available"
450788,"CORPUS CHRISTI MEDICAL CENTER,THE","CORPUS CHRISTI","TX",78412,"NUECES","READM_30_AMI","No Different than the National Rate",17.3,"14.7","20.3"
450797,"HOUSTON HOSPITAL FOR SPECIALIZED SURGERY","HOUSTON","TX",77004,"HARRIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450801,"CHRISTUS ST MICHAEL HEALTH SYSTEM","TEXARKANA","TX",75504,"BOWIE","READM_30_AMI","No Different than the National Rate",17.2,"14.7","19.9"
450803,"DOCTORS HOSPITAL TIDWELL","HOUSTON","TX",77091,"HARRIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450804,"TEXAS ORTHOPEDIC HOSPITAL","HOUSTON","TX",77030,"HARRIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450808,"NORTHWEST HILLS SURGICAL HOSPITAL","AUSTIN","TX",78731,"TRAVIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450809,"NORTH AUSTIN MEDICAL CENTER","AUSTIN","TX",78758,"TRAVIS","READM_30_AMI","No Different than the National Rate",17,"14.1","20.4"
450820,"METHODIST SUGAR LAND HOSPITAL","SUGAR LAND","TX",77479,"FORT BEND","READM_30_AMI","No Different than the National Rate",16.4,"13.9","19.5"
450822,"LAS COLINAS MEDICAL CENTER","IRVING","TX",75039,"DALLAS","READM_30_AMI","No Different than the National Rate",16.1,"13.0","19.7"
450825,"CORNERSTONE REGIONAL HOSPITAL","EDINBURG","TX",78539,"HIDALGO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450827,"KELL WEST REGIONAL HOSPITAL","WICHITA FALLS","TX",76310,"WICHITA","READM_30_AMI",NA,NA,"Not Available","Not Available"
450828,"CHRISTUS SPOHN HOSPITAL ALICE","ALICE","TX",78332,"JIM WELLS","READM_30_AMI","No Different than the National Rate",16.5,"13.6","19.8"
450831,"SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON","PASADENA","TX",77504,"HARRIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450833,"ENNIS REGIONAL MEDICAL CENTER","ENNIS","TX",75119,"ELLIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450834,"PHYSICIANS CENTRE,THE","BRYAN","TX",77802,"BRAZOS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450840,"TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","ALLEN","TX",75013,"COLLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
450844,"METHODIST WILLOWBROOK HOSPITAL","HOUSTON","TX",77070,"HARRIS","READM_30_AMI","No Different than the National Rate",16.8,"14.4","19.6"
450845,"EL PASO SPECIALTY HOSPITAL","EL PASO","TX",79902,"EL PASO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450847,"MEMORIAL HERMANN KATY HOSPITAL","KATY","TX",77494,"HARRIS","READM_30_AMI","No Different than the National Rate",16.8,"14.0","20.2"
450848,"MEMORIAL HERMANN SUGAR LAND HOSPITAL","SUGAR LAND","TX",77479,"FORT BEND","READM_30_AMI","No Different than the National Rate",16.4,"13.5","19.7"
450851,"BAYLOR HEART AND VASCULAR HOSPITAL","DALLAS","TX",75226,"DALLAS","READM_30_AMI","No Different than the National Rate",15.2,"12.7","18.0"
450853,"BAYLOR MEDICAL CENTER AT FRISCO","FRISCO","TX",75034,"COLLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
450855,"HARLINGEN MEDICAL CENTER","HARLINGEN","TX",78550,"CAMERON","READM_30_AMI","No Different than the National Rate",16.9,"14.1","20.1"
450856,"SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","SAN ANTONIO","TX",78258,"BEXAR","READM_30_AMI",NA,NA,"Not Available","Not Available"
450860,"SUGAR LAND SURGICAL HOSPITAL LLP","SUGAR LAND","TX",77479,"FORT BEND","READM_30_AMI",NA,NA,"Not Available","Not Available"
450862,"ST LUKE'S THE WOODLANDS HOSPITAL","THE WOODLANDS","TX",77384,"MONTGOMERY","READM_30_AMI","No Different than the National Rate",17.2,"14.3","20.4"
450864,"TEXAS SPINE AND JOINT HOSPITAL","TYLER","TX",75701,"SMITH","READM_30_AMI",NA,NA,"Not Available","Not Available"
450865,"SETON SOUTHWEST HOSPITAL","AUSTIN","TX",78737,"TRAVIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450867,"SETON NORTHWEST HOSPITAL","AUSTIN","TX",78759,"TRAVIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450869,"DOCTORS HOSPITAL AT RENAISSANCE","EDINBURG","TX",78539,"HIDALGO","READM_30_AMI","No Different than the National Rate",16.4,"13.9","19.1"
450871,"ARISE AUSTIN MEDICAL CENTER","AUSTIN","TX",78746,"TRAVIS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450872,"USMD HOSPITAL AT ARLINGTON L P","ARLINGTON","TX",76017,"TARRANT","READM_30_AMI",NA,NA,"Not Available","Not Available"
450874,"BAYLOR SURGICAL HOSPITAL AT LAS COLINAS","IRVING","TX",75063,"DALLAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450875,"QUAIL CREEK SURGICAL HOSPITAL","AMARILLO","TX",79124,"POTTER","READM_30_AMI",NA,NA,"Not Available","Not Available"
450876,"LUBBOCK HEART HOSPITAL LP","LUBBOCK","TX",79416,"LUBBOCK","READM_30_AMI","No Different than the National Rate",16.2,"13.6","19.3"
450877,"FOUNDATION SURGICAL HOSPITAL OF EL PASO","EL PASO","TX",79936,"EL PASO","READM_30_AMI",NA,NA,"Not Available","Not Available"
450880,"BAYLOR SURGICAL HOSPITAL AT FORT WORTH","FORT WORTH","TX",76110,"TARRANT","READM_30_AMI",NA,NA,"Not Available","Not Available"
450883,"BAYLOR MEDICAL CENTER AT TROPHY CLUB","TROPHY CLUB","TX",76262,"DENTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
450885,"BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL","FRISCO","TX",75035,"COLLIN","READM_30_AMI","No Different than the National Rate",17.9,"14.8","21.4"
450888,"TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","SOUTHLAKE","TX",76092,"TARRANT","READM_30_AMI",NA,NA,"Not Available","Not Available"
450889,"TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","DALLAS","TX",75231,"DALLAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
450890,"BAYLOR REGIONAL MEDICAL CENTER AT PLANO","PLANO","TX",75093,"COLLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
450891,"TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","PLANO","TX",75093,"COLLIN","READM_30_AMI",NA,NA,"Not Available","Not Available"
450893,"THE HEART HOSPITAL BAYLOR DENTON","DENTON","TX",76208,"DENTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
450894,"PINE CREEK MEDICAL CENTER LLP","DALLAS","TX",75235,"DALLAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
451300,"PARMER COUNTY COMMUNITY HOSPITAL","FRIONA","TX",79035,"PARMER","READM_30_AMI",NA,NA,"Not Available","Not Available"
451301,"REAGAN MEMORIAL HOSPITAL","BIG LAKE","TX",76932,"REAGAN","READM_30_AMI",NA,NA,"Not Available","Not Available"
451303,"LIMESTONE MEDICAL CENTER","GROESBECK","TX",76642,"LIMESTONE","READM_30_AMI",NA,NA,"Not Available","Not Available"
451304,"SCHLEICHER COUNTY MEDICAL CENTER","ELDORADO","TX",76936,"SCHLEICHER","READM_30_AMI",NA,NA,"Not Available","Not Available"
451305,"BURLESON ST JOSEPH HEALTH CENTER","CALDWELL","TX",77836,"BURLESON","READM_30_AMI",NA,NA,"Not Available","Not Available"
451306,"KIMBLE HOSPITAL","JUNCTION","TX",76849,"KIMBLE","READM_30_AMI",NA,NA,"Not Available","Not Available"
451307,"IRAAN GENERAL HOSPITAL","IRAAN","TX",79744,"PECOS","READM_30_AMI",NA,NA,"Not Available","Not Available"
451308,"YOAKUM COUNTY HOSPITAL","DENVER CITY","TX",79323,"YOAKUM","READM_30_AMI",NA,NA,"Not Available","Not Available"
451309,"MCCAMEY HOSPITAL","MCCAMEY","TX",79752,"UPTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
451310,"BALLINGER MEMORIAL HOSPITAL","BALLINGER","TX",76821,"RUNNELS","READM_30_AMI",NA,NA,"Not Available","Not Available"
451311,"SWEENY COMMUNITY HOSPITAL","SWEENY","TX",77480,"BRAZORIA","READM_30_AMI",NA,NA,"Not Available","Not Available"
451312,"RICE MEDICAL CENTER","EAGLE LAKE","TX",77434,"COLORADO","READM_30_AMI",NA,NA,"Not Available","Not Available"
451313,"FISHER COUNTY HOSPITAL DISTRICT","ROTAN","TX",79546,"FISHER","READM_30_AMI",NA,NA,"Not Available","Not Available"
451314,"WINKLER COUNTY MEMORIAL HOSPITAL","KERMIT","TX",79745,"WINKLER","READM_30_AMI",NA,NA,"Not Available","Not Available"
451315,"NORTH RUNNELS HOSPITAL","WINTERS","TX",79567,"RUNNELS","READM_30_AMI",NA,NA,"Not Available","Not Available"
451316,"MADISON ST JOSEPH HEALTH CENTER","MADISONVILLE","TX",77864,"MADISON","READM_30_AMI",NA,NA,"Not Available","Not Available"
451317,"REFUGIO COUNTY MEMORIAL HOSPITAL","REFUGIO","TX",78377,"REFUGIO","READM_30_AMI",NA,NA,"Not Available","Not Available"
451318,"STONEWALL MEMORIAL HOSPITAL","ASPERMONT","TX",79502,"STONEWALL","READM_30_AMI",NA,NA,"Not Available","Not Available"
451319,"MOTHER FRANCES HOSPITAL JACKSONVILLE","JACKSONVILLE","TX",75766,"CHEROKEE","READM_30_AMI",NA,NA,"Not Available","Not Available"
451320,"BAYSIDE COMMUNITY HOSPITAL","ANAHUAC","TX",77514,"CHAMBERS","READM_30_AMI",NA,NA,"Not Available","Not Available"
451322,"GRIMES ST JOSEPH HEALTH CENTER","NAVASOTA","TX",77868,"GRIMES","READM_30_AMI",NA,NA,"Not Available","Not Available"
451323,"ROLLINS BROOK COMMUNITY HOSPITAL","LAMPASAS","TX",76550,"LAMPASAS","READM_30_AMI",NA,NA,"Not Available","Not Available"
451324,"LILLIAN M HUDSPETH MEMORIAL HOSPITAL","SONORA","TX",76950,"SUTTON","READM_30_AMI",NA,NA,"Not Available","Not Available"
451325,"CONCHO COUNTY HOSPITAL","EDEN","TX",76837,"CONCHO","READM_30_AMI",NA,NA,"Not Available","Not Available"
