"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher"
380018,"ASANTE ROGUE REGIONAL MEDICAL CENTER","MEDFORD","OR",97504,"JACKSON","MORT_30_AMI","Better than the National Rate",11.3,"9.2","13.7"
380020,"MCKENZIE-WILLAMETTE MEDICAL CENTER","SPRINGFIELD","OR",97477,"LANE","MORT_30_AMI","No Different than the National Rate",14.9,"11.4","19.2"
380021,"TUALITY COMMUNITY HOSPITAL","HILLSBORO","OR",97123,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",13.7,"10.4","17.7"
380022,"SAMARITAN ALBANY GENERAL HOSPITAL","ALBANY","OR",97321,"LINN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
380025,"LEGACY MOUNT HOOD MEDICAL CENTER","GRESHAM","OR",97030,"MULTNOMAH","MORT_30_AMI","No Different than the National Rate",13.7,"10.5","17.8"
380027,"MERCY MEDICAL CENTER","ROSEBURG","OR",97471,"DOUGLAS","MORT_30_AMI","No Different than the National Rate",13.7,"11.0","16.9"
380029,"SILVERTON HOSPITAL","SILVERTON","OR",97381,"MARION","MORT_30_AMI","No Different than the National Rate",13.9,"10.7","17.7"
380033,"SACRED HEART UNIVERSITY DISTRICT","EUGENE","OR",97401,"LANE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
380037,"PROVIDENCE NEWBERG MEDICAL CENTER","NEWBERG","OR",97132,"YAMHILL","MORT_30_AMI","No Different than the National Rate",13.2,"9.9","17.4"
380038,"PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER","OREGON CITY","OR",97045,"CLACKAMAS","MORT_30_AMI","No Different than the National Rate",13.6,"10.3","17.9"
380040,"ST CHARLES MEDICAL CENTER - REDMOND","REDMOND","OR",97756,"DESCHUTES","MORT_30_AMI",NA,NA,"Not Available","Not Available"
380047,"ST CHARLES MEDICAL CENTER - BEND","BEND","OR",97701,"DESCHUTES","MORT_30_AMI","No Different than the National Rate",15.1,"12.1","18.7"
380050,"SKY LAKES MEDICAL CENTER","KLAMATH FALLS","OR",97601,"KLAMATH","MORT_30_AMI","No Different than the National Rate",14.7,"11.5","18.8"
380051,"SALEM HOSPITAL","SALEM","OR",97301,"MARION","MORT_30_AMI","No Different than the National Rate",13.5,"11.0","16.5"
380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC","ONTARIO","OR",97914,"MALHEUR","MORT_30_AMI",NA,NA,"Not Available","Not Available"
380056,"SANTIAM MEMORIAL HOSPITAL","STAYTON","OR",97383,"MARION","MORT_30_AMI",NA,NA,"Not Available","Not Available"
380060,"ADVENTIST MEDICAL CENTER","PORTLAND","OR",97216,"MULTNOMAH","MORT_30_AMI","No Different than the National Rate",14.8,"11.6","18.9"
380061,"PROVIDENCE PORTLAND MEDICAL CENTER","PORTLAND","OR",97213,"MULTNOMAH","MORT_30_AMI","No Different than the National Rate",13.9,"11.1","17.0"
380071,"WILLAMETTE VALLEY MEDICAL CENTER","MCMINNVILLE","OR",97128,"YAMHILL","MORT_30_AMI","No Different than the National Rate",13.2,"10.0","17.0"
380075,"PROVIDENCE MEDFORD MEDICAL CENTER","MEDFORD","OR",97504,"JACKSON","MORT_30_AMI","No Different than the National Rate",14.5,"11.3","18.5"
380082,"PROVIDENCE MILWAUKIE HOSPITAL","MILWAUKIE","OR",97222,"CLACKAMAS","MORT_30_AMI","No Different than the National Rate",13.5,"10.2","17.5"
380089,"LEGACY MERIDIAN PARK MEDICAL CENTER","TUALATIN","OR",97062,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",13.9,"11.0","17.5"
380090,"BAY AREA HOSPITAL","COOS BAY","OR",97420,"COOS","MORT_30_AMI","No Different than the National Rate",14.8,"12.1","18.1"
380091,"KAISER SUNNYSIDE MEDICAL CENTER","CLACKAMAS","OR",97015,"CLACKAMAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
380102,"SACRED HEART MEDICAL CENTER - RIVERBEND","SPRINGFIELD","OR",97477,"LANE","MORT_30_AMI","No Different than the National Rate",14.1,"11.3","17.2"
380103,"KAISER FOUNDATION HOSPITAL - WESTSIDE","HILLSBORO","OR",97124,"WASHINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381301,"PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER","COTTAGE GROVE","OR",97424,"LANE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381302,"SAMARITAN NORTH LINCOLN HOSPITAL","LINCOLN CITY","OR",97367,"LINCOLN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381303,"PROVIDENCE SEASIDE HOSPITAL","SEASIDE","OR",97138,"CLATSOP","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381304,"SOUTHERN COOS HOSPITAL & HEALTH CENTER","BANDON","OR",97411,"COOS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381305,"BLUE MOUNTAIN HOSPITAL","JOHN DAY","OR",97845,"GRANT","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381306,"WALLOWA MEMORIAL HOSPITAL","ENTERPRISE","OR",97828,"WALLOWA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381307,"HARNEY DISTRICT HOSPITAL","BURNS","OR",97720,"HARNEY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381308,"WEST VALLEY HOSPITAL","DALLAS","OR",97338,"POLK","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381309,"LAKE DISTRICT HOSPITAL","LAKEVIEW","OR",97630,"LAKE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381310,"PIONEER MEMORIAL HOSPITAL","HEPPNER","OR",97836,"MORROW","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381311,"LOWER UMPQUA HOSPITAL DISTRICT","REEDSPORT","OR",97467,"DOUGLAS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381312,"COQUILLE VALLEY HOSPITAL DISTRICT","COQUILLE","OR",97423,"COOS","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381313,"ST CHARLES PRINEVILLE","PRINEVILLE","OR",97754,"CROOK","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381314,"SAMARITAN PACIFIC COMMUNITY HOSPITAL","NEWPORT","OR",97365,"LINCOLN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381315,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC","BAKER CITY","OR",97814,"BAKER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381316,"PEACE HARBOR MEDICAL CENTER","FLORENCE","OR",97439,"LANE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381317,"TILLAMOOK REGIONAL MEDICAL CENTER","TILLAMOOK","OR",97141,"TILLAMOOK","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381318,"PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL","HOOD RIVER","OR",97031,"HOOD RIVER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381319,"ST ANTHONY HOSPITAL","PENDLETON","OR",97801,"UMATILLA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381320,"COLUMBIA MEMORIAL HOSPITAL","ASTORIA","OR",97103,"CLATSOP","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381321,"GRANDE RONDE HOSPITAL","LA GRANDE","OR",97850,"UNION","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381322,"CURRY GENERAL HOSPITAL","GOLD BEACH","OR",97444,"CURRY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381323,"SAMARITAN LEBANON COMMUNITY HOSPITAL","LEBANON","OR",97355,"LINN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381324,"ST CHARLES - MADRAS","MADRAS","OR",97741,"JEFFERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
381325,"GOOD SHEPHERD MEDICAL CENTER","HERMISTON","OR",97838,"UMATILLA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
383300,"SHRINERS HOSPITAL FOR CHILDREN-PORTLAND","PORTLAND","OR",97239,"MULTNOMAH","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390001,"GEISINGER - COMMUNITY MEDICAL CENTER","SCRANTON","PA",18510,"LACKAWANNA","MORT_30_AMI","No Different than the National Rate",13.7,"11.1","16.7"
390002,"UPMC MCKEESPORT","MC KEESPORT","PA",15132,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",14.2,"11.1","17.7"
390003,"GEISINGER - BLOOMSBURG HOSPITAL","BLOOMSBURG","PA",17815,"COLUMBIA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390004,"HOLY SPIRIT HOSPITAL","CAMP HILL","PA",17011,"CUMBERLAND","MORT_30_AMI","No Different than the National Rate",15.3,"12.4","18.6"
390006,"GEISINGER MEDICAL CENTER","DANVILLE","PA",17822,"MONTOUR","MORT_30_AMI","No Different than the National Rate",13.7,"11.5","16.2"
390008,"ELLWOOD CITY HOSPITAL","ELLWOOD CITY","PA",16117,"LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390009,"SAINT VINCENT HOSPITAL","ERIE","PA",16544,"ERIE","MORT_30_AMI","No Different than the National Rate",14.7,"12.0","17.8"
390012,"LANSDALE HOSPITAL","LANSDALE","PA",19446,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",14,"10.9","17.5"
390013,"EVANGELICAL COMMUNITY HOSPITAL","LEWISBURG","PA",17837,"UNION","MORT_30_AMI","No Different than the National Rate",13.9,"11.3","17.0"
390016,"JAMESON MEMORIAL HOSPITAL","NEW CASTLE","PA",16105,"LAWRENCE","MORT_30_AMI","No Different than the National Rate",12.4,"9.6","15.9"
390019,"PALMERTON HOSPITAL","PALMERTON","PA",18071,"CARBON","MORT_30_AMI","No Different than the National Rate",13.2,"10.1","17.2"
390025,"KENSINGTON HOSPITAL","PHILADELPHIA","PA",19122,"PHILADELPHIA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390026,"CHESTNUT HILL HOSPITAL","PHILADELPHIA","PA",19118,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.6,"10.8","17.2"
390027,"TEMPLE UNIVERSITY HOSPITAL","PHILADELPHIA","PA",19140,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",12.8,"9.9","16.4"
390028,"UPMC MERCY","PITTSBURGH","PA",15219,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",15.5,"12.1","19.4"
390030,"SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET","POTTSVILLE","PA",17901,"SCHUYLKILL","MORT_30_AMI","No Different than the National Rate",14,"10.9","17.3"
390031,"SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET","POTTSVILLE","PA",17901,"SCHUYLKILL","MORT_30_AMI","No Different than the National Rate",16.1,"12.8","19.7"
390032,"ALLEGHENY VALLEY HOSPITAL","NATRONA","PA",15065,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",13.5,"10.9","16.6"
390035,"ST LUKE'S QUAKERTOWN HOSPITAL","QUAKERTOWN","PA",18951,"BUCKS","MORT_30_AMI","No Different than the National Rate",14.3,"10.9","18.4"
390036,"HERITAGE VALLEY BEAVER","BEAVER","PA",15009,"BEAVER","MORT_30_AMI","No Different than the National Rate",14.1,"11.3","17.3"
390037,"HERITAGE VALLEY SEWICKLEY","SEWICKLEY","PA",15143,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",14.2,"11.0","18.1"
390039,"SOMERSET HOSPITAL","SOMERSET","PA",15501,"SOMERSET","MORT_30_AMI","No Different than the National Rate",14.3,"11.3","18.2"
390041,"UNIONTOWN HOSPITAL","UNIONTOWN","PA",15401,"FAYETTE","MORT_30_AMI","No Different than the National Rate",17.4,"13.9","21.4"
390042,"WASHINGTON HOSPITAL, THE","WASHINGTON","PA",15301,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",16.4,"13.0","20.5"
390043,"SOLDIERS AND SAILORS MEMORIAL HOSPITAL","WELLSBORO","PA",16901,"TIOGA","MORT_30_AMI","No Different than the National Rate",13.4,"10.6","16.9"
390044,"READING HOSPITAL","READING","PA",19603,"BERKS","MORT_30_AMI","No Different than the National Rate",13.2,"10.9","15.7"
390045,"WILLIAMSPORT REGIONAL MEDICAL CENTER","WILLIAMSPORT","PA",17701,"LYCOMING","MORT_30_AMI","No Different than the National Rate",13.9,"11.5","16.7"
390046,"YORK HOSPITAL","YORK","PA",17403,"YORK","MORT_30_AMI","No Different than the National Rate",12.3,"10.2","14.7"
390048,"GEISINGER-LEWISTOWN HOSPITAL","LEWISTOWN","PA",17044,"MIFFLIN","MORT_30_AMI","No Different than the National Rate",13.9,"10.9","17.5"
390049,"ST LUKE'S HOSPITAL BETHLEHEM","BETHLEHEM","PA",18015,"NORTHAMPTON","MORT_30_AMI","No Different than the National Rate",14.4,"11.7","17.4"
390050,"ALLEGHENY GENERAL HOSPITAL","PITTSBURGH","PA",15212,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",13.1,"10.4","16.2"
390052,"CLEARFIELD HOSPITAL","CLEARFIELD","PA",16830,"CLEARFIELD","MORT_30_AMI","No Different than the National Rate",13.7,"10.5","17.6"
390056,"J C BLAIR MEMORIAL HOSPITAL","HUNTINGDON","PA",16652,"HUNTINGDON","MORT_30_AMI","No Different than the National Rate",14.1,"10.5","18.5"
390057,"GRAND VIEW HOSPITAL","SELLERSVILLE","PA",18960,"BUCKS","MORT_30_AMI","No Different than the National Rate",13.5,"10.4","17.0"
390058,"CARLISLE REGIONAL MEDICAL CENTER","CARLISLE","PA",17015,"CUMBERLAND","MORT_30_AMI","No Different than the National Rate",16.1,"12.7","20.1"
390061,"LANCASTER REGIONAL MEDICAL CENTER","LANCASTER","PA",17604,"LANCASTER","MORT_30_AMI","No Different than the National Rate",13.8,"10.6","17.7"
390062,"NASON HOSPITAL","ROARING SPRING","PA",16673,"BLAIR","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390063,"UPMC HAMOT","ERIE","PA",16550,"ERIE","MORT_30_AMI","No Different than the National Rate",15,"12.6","17.6"
390065,"GETTYSBURG HOSPITAL","GETTYSBURG","PA",17325,"ADAMS","MORT_30_AMI","No Different than the National Rate",14,"10.7","17.8"
390066,"GOOD SAMARITAN HOSPITAL","LEBANON","PA",17042,"LEBANON","MORT_30_AMI","No Different than the National Rate",14.5,"11.6","18.0"
390067,"PINNACLE HEALTH HOSPITALS","HARRISBURG","PA",17105,"DAUPHIN","MORT_30_AMI","No Different than the National Rate",14,"11.5","16.6"
390068,"HEART OF LANCASTER REGIONAL MEDICAL CENTER","LITITZ","PA",17543,"LANCASTER","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390070,"LOWER BUCKS HOSPITAL","BRISTOL","PA",19007,"BUCKS","MORT_30_AMI","No Different than the National Rate",13.1,"9.9","17.2"
390071,"LOCK HAVEN HOSPITAL","LOCK HAVEN","PA",17745,"CLINTON","MORT_30_AMI","No Different than the National Rate",13.4,"10.1","17.6"
390072,"BERWICK HOSPITAL CENTER","BERWICK","PA",18603,"COLUMBIA","MORT_30_AMI","No Different than the National Rate",15.1,"11.6","19.2"
390073,"UPMC ALTOONA","ALTOONA","PA",16601,"BLAIR","MORT_30_AMI","No Different than the National Rate",13.9,"11.6","16.7"
390076,"BRANDYWINE HOSPITAL","COATESVILLE","PA",19320,"CHESTER","MORT_30_AMI","No Different than the National Rate",14.6,"11.5","18.3"
390079,"ROBERT PACKER HOSPITAL","SAYRE","PA",18840,"BRADFORD","MORT_30_AMI","No Different than the National Rate",11.6,"9.6","14.1"
390080,"JEANES HOSPITAL","PHILADELPHIA","PA",19111,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",12.8,"10.1","16.1"
390081,"DELAWARE COUNTY MEMORIAL HOSPITAL","DREXEL HILL","PA",19026,"DELAWARE","MORT_30_AMI","No Different than the National Rate",13.9,"10.7","17.8"
390084,"SUNBURY COMMUNITY HOSPITAL","SUNBURY","PA",17801,"NORTHUMBERLAND","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390086,"PENN HIGHLANDS DUBOIS","DUBOIS","PA",15801,"CLEARFIELD","MORT_30_AMI","No Different than the National Rate",12,"9.7","15.0"
390090,"WESTERN PENNSYLVANIA HOSPITAL","PITTSBURGH","PA",15224,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",13.8,"10.4","18.2"
390091,"UPMC NORTHWEST","SENECA","PA",16346,"VENANGO","MORT_30_AMI","No Different than the National Rate",14.2,"11.2","17.9"
390093,"CLARION HOSPITAL","CLARION","PA",16214,"CLARION","MORT_30_AMI","No Different than the National Rate",14.5,"11.1","18.9"
390096,"ST JOSEPH MEDICAL CENTER","READING","PA",19605,"BERKS","MORT_30_AMI","No Different than the National Rate",15.4,"12.5","18.8"
390097,"HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","MEADOWBROOK","PA",19046,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",14.2,"11.5","17.4"
390100,"LANCASTER GENERAL HOSPITAL","LANCASTER","PA",17604,"LANCASTER","MORT_30_AMI","No Different than the National Rate",12.6,"10.9","14.7"
390101,"MEMORIAL HOSPITAL","YORK","PA",17403,"YORK","MORT_30_AMI","No Different than the National Rate",13.3,"10.3","16.7"
390102,"UPMC ST MARGARET","PITTSBURGH","PA",15215,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",12.3,"9.6","15.7"
390104,"KANE COMMUNITY HOSPITAL","KANE","PA",16735,"MCKEAN","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390107,"UPMC PASSAVANT","PITTSBURGH","PA",15237,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",15.2,"12.5","18.3"
390110,"MEMORIAL MEDICAL CENTER","JOHNSTOWN","PA",15905,"CAMBRIA","MORT_30_AMI","No Different than the National Rate",13.8,"11.4","16.8"
390111,"HOSPITAL OF UNIV OF PENNSYLVANIA","PHILADELPHIA","PA",19104,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",14.6,"10.8","19.2"
390112,"WINDBER HOSPITAL","WINDBER","PA",15963,"SOMERSET","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390113,"MEADVILLE MEDICAL CENTER","MEADVILLE","PA",16335,"CRAWFORD","MORT_30_AMI","No Different than the National Rate",14.9,"11.6","19.1"
390114,"MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","PITTSBURGH","PA",15213,"ALLEGHENY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390115,"ARIA HEALTH","PHILADELPHIA","PA",19114,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",15.6,"13.1","18.5"
390116,"SUBURBAN COMMUNITY HOSPITAL","NORRISTOWN","PA",19401,"MONTGOMERY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390117,"UPMC BEDFORD MEMORIAL","EVERETT","PA",15537,"BEDFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390118,"BRADFORD REGIONAL MEDICAL CENTER","BRADFORD","PA",16701,"MCKEAN","MORT_30_AMI","No Different than the National Rate",15,"11.6","19.0"
390119,"MOSES TAYLOR HOSPITAL","SCRANTON","PA",18510,"LACKAWANNA","MORT_30_AMI","No Different than the National Rate",14.9,"11.8","18.7"
390123,"POTTSTOWN MEMORIAL MEDICAL CENTER","POTTSTOWN","PA",19464,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",15.7,"12.5","19.2"
390125,"WAYNE MEMORIAL HOSPITAL","HONESDALE","PA",18431,"WAYNE","MORT_30_AMI","No Different than the National Rate",17.3,"13.4","21.5"
390127,"PHOENIXVILLE HOSPITAL","PHOENIXVILLE","PA",19460,"CHESTER","MORT_30_AMI","No Different than the National Rate",14.2,"11.4","17.8"
390130,"CONEMAUGH MINERS MEDICAL CENTER","HASTINGS","PA",16646,"CAMBRIA","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390133,"LEHIGH VALLEY HOSPITAL","ALLENTOWN","PA",18105,"LEHIGH","MORT_30_AMI","No Different than the National Rate",12.5,"10.7","14.5"
390137,"WILKES-BARRE GENERAL HOSPITAL","WILKES-BARRE","PA",18764,"LUZERNE","MORT_30_AMI","No Different than the National Rate",15.1,"12.7","18.0"
390138,"WAYNESBORO HOSPITAL","WAYNESBORO","PA",17268,"FRANKLIN","MORT_30_AMI","No Different than the National Rate",13.2,"10.1","16.8"
390139,"MAIN LINE HOSPITAL BRYN MAWR CAMPUS","BRYN MAWR","PA",19010,"DELAWARE","MORT_30_AMI","No Different than the National Rate",12,"9.6","14.8"
390142,"ALBERT EINSTEIN MEDICAL CENTER","PHILADELPHIA","PA",19141,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.3,"10.6","16.6"
390145,"EXCELA HEALTH WESTMORELAND HOSPITAL","GREENSBURG","PA",15601,"WESTMORELAND","MORT_30_AMI","No Different than the National Rate",13.3,"10.6","16.3"
390146,"WARREN GENERAL HOSPITAL","WARREN","PA",16365,"WARREN","MORT_30_AMI","No Different than the National Rate",15.1,"11.7","18.8"
390147,"MONONGAHELA VALLEY HOSPITAL","MONONGAHELA","PA",15063,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",12.7,"9.9","16.0"
390150,"WASHINGTON HEALTH SYSTEM GREENE","WAYNESBURG","PA",15370,"GREENE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390151,"CHAMBERSBURG HOSPITAL","CHAMBERSBURG","PA",17201,"FRANKLIN","MORT_30_AMI","No Different than the National Rate",13.6,"11.6","16.0"
390153,"MAIN LINE HOSPITAL PAOLI","PAOLI","PA",19301,"CHESTER","MORT_30_AMI","No Different than the National Rate",13.2,"10.4","16.3"
390156,"MERCY FITZGERALD HOSPITAL","DARBY","PA",19023,"DELAWARE","MORT_30_AMI","No Different than the National Rate",14.6,"11.3","18.5"
390157,"OHIO VALLEY GENERAL HOSPITAL","MCKEES ROCKS","PA",15136,"ALLEGHENY","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390160,"CANONSBURG GENERAL HOSPITAL","CANONSBURG","PA",15317,"WASHINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390162,"EASTON HOSPITAL","EASTON","PA",18042,"NORTHAMPTON","MORT_30_AMI","No Different than the National Rate",12.9,"10.3","15.9"
390163,"ACMH HOSPITAL","KITTANNING","PA",16201,"ARMSTRONG","MORT_30_AMI","No Different than the National Rate",14.1,"10.8","18.1"
390164,"UPMC PRESBYTERIAN SHADYSIDE","PITTSBURGH","PA",15213,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",13,"10.7","15.8"
390168,"BUTLER MEMORIAL HOSPITAL","BUTLER","PA",16001,"BUTLER","MORT_30_AMI","No Different than the National Rate",13.9,"11.0","17.5"
390173,"INDIANA REGIONAL MEDICAL CENTER","INDIANA","PA",15701,"INDIANA","MORT_30_AMI","No Different than the National Rate",13.4,"10.8","16.6"
390174,"THOMAS JEFFERSON UNIVERSITY HOSPITAL","PHILADELPHIA","PA",19107,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.2,"10.4","16.5"
390178,"UPMC HORIZON","GREENVILLE","PA",16125,"MERCER","MORT_30_AMI","No Different than the National Rate",13.5,"10.4","17.1"
390179,"CHESTER COUNTY HOSPITAL","WEST CHESTER","PA",19380,"CHESTER","MORT_30_AMI","Better than the National Rate",11.1,"9.0","13.8"
390180,"CROZER CHESTER MEDICAL CENTER","UPLAND","PA",19013,"DELAWARE","MORT_30_AMI","No Different than the National Rate",13.9,"11.1","17.1"
390183,"ST LUKE'S MINERS MEMORIAL HOSPITAL","COALDALE","PA",18218,"SCHUYLKILL","MORT_30_AMI","No Different than the National Rate",13.5,"10.2","17.7"
390184,"HIGHLANDS HOSPITAL","CONNELLSVILLE","PA",15425,"FAYETTE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390185,"LEHIGH VALLEY HOSPITAL - HAZLETON","HAZLETON","PA",18201,"LUZERNE","MORT_30_AMI","No Different than the National Rate",12.1,"9.9","14.6"
390192,"TYLER MEMORIAL HOSPITAL","TUNKHANNOCK","PA",18657,"WYOMING","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390194,"GNADEN HUETTEN MEMORIAL HOSPITAL","LEHIGHTON","PA",18235,"CARBON","MORT_30_AMI","No Different than the National Rate",14.5,"11.2","18.4"
390195,"MAIN LINE HOSPITAL LANKENAU","WYNNEWOOD","PA",19096,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",12.2,"9.9","15.0"
390197,"SACRED HEART HOSPITAL","ALLENTOWN","PA",18102,"LEHIGH","MORT_30_AMI","No Different than the National Rate",13,"9.9","17.1"
390198,"MILLCREEK COMMUNITY HOSPITAL","ERIE","PA",16509,"ERIE","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390199,"PUNXSUTAWNEY AREA HOSPITAL","PUNXSUTAWNEY","PA",15767,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",14.4,"11.0","18.4"
390201,"POCONO MEDICAL CENTER","EAST STROUDSBURG","PA",18301,"MONROE","MORT_30_AMI","No Different than the National Rate",12.5,"10.2","15.2"
390203,"DOYLESTOWN HOSPITAL","DOYLESTOWN","PA",18901,"BUCKS","MORT_30_AMI","No Different than the National Rate",12.6,"10.1","15.1"
390204,"NAZARETH HOSPITAL","PHILADELPHIA","PA",19152,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.3,"11.0","15.9"
390211,"SHARON REGIONAL HEALTH SYSTEM","SHARON","PA",16146,"MERCER","MORT_30_AMI","No Different than the National Rate",13.2,"10.4","16.4"
390217,"EXCELA HEALTH FRICK HOSPITAL","MOUNT PLEASANT","PA",15666,"WESTMORELAND","MORT_30_AMI","No Different than the National Rate",13.2,"9.9","17.3"
390219,"EXCELA HEALTH LATROBE HOSPITAL","LATROBE","PA",15650,"WESTMORELAND","MORT_30_AMI","No Different than the National Rate",15.2,"11.8","19.2"
390220,"JENNERSVILLE REGIONAL HOSPITAL","WEST GROVE","PA",19390,"CHESTER","MORT_30_AMI","No Different than the National Rate",15.1,"11.7","19.2"
390222,"RIDDLE MEMORIAL HOSPITAL","MEDIA","PA",19063,"DELAWARE","MORT_30_AMI","No Different than the National Rate",11.5,"9.2","14.4"
390223,"PENN PRESBYTERIAN MEDICAL CENTER","PHILADELPHIA","PA",19104,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.2,"10.5","16.6"
390225,"EPHRATA COMMUNITY HOSPITAL","EPHRATA","PA",17522,"LANCASTER","MORT_30_AMI","No Different than the National Rate",13,"10.0","16.7"
390226,"PENNSYLVANIA HOSPITAL","PHILADELPHIA","PA",19107,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.7,"10.1","18.4"
390228,"ST CLAIR HOSPITAL","PITTSBURGH","PA",15243,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",14.3,"11.4","17.5"
390231,"ABINGTON MEMORIAL HOSPITAL","ABINGTON","PA",19001,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",14.1,"11.6","16.8"
390233,"HANOVER HOSPITAL","HANOVER","PA",17331,"YORK","MORT_30_AMI","No Different than the National Rate",13.5,"11.0","16.4"
390236,"GUTHRIE TOWANDA MEMORIAL HOSPITAL","TOWANDA","PA",18848,"BRADFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available"
390237,"REGIONAL HOSPITAL OF SCRANTON","SCRANTON","PA",18501,"LACKAWANNA","MORT_30_AMI","No Different than the National Rate",16.6,"13.9","19.6"
390256,"MILTON S HERSHEY MEDICAL CENTER","HERSHEY","PA",17033,"DAUPHIN","MORT_30_AMI","No Different than the National Rate",13.1,"10.4","16.2"
