"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher","Readmission_Score","Death_Cat","Readm_Cat","Death_Readm_Cat"
390168,"BUTLER MEMORIAL HOSPITAL","BUTLER","PA",16001,"BUTLER","MORT_30_AMI","No Different than the National Rate",13.9,"11.0","17.5",17.3,NA,NA,NA
390173,"INDIANA REGIONAL MEDICAL CENTER","INDIANA","PA",15701,"INDIANA","MORT_30_AMI","No Different than the National Rate",13.4,"10.8","16.6",18.6,NA,"Worse Than National",NA
390174,"THOMAS JEFFERSON UNIVERSITY HOSPITAL","PHILADELPHIA","PA",19107,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.2,"10.4","16.5",17.6,"Better Than National","Worse Than National",NA
390178,"UPMC HORIZON","GREENVILLE","PA",16125,"MERCER","MORT_30_AMI","No Different than the National Rate",13.5,"10.4","17.1",18.3,NA,"Worse Than National",NA
390179,"CHESTER COUNTY HOSPITAL","WEST CHESTER","PA",19380,"CHESTER","MORT_30_AMI","Better than the National Rate",11.1,"9.0","13.8",14.8,"Better Than National","Better Than National","Better Than National"
390180,"CROZER CHESTER MEDICAL CENTER","UPLAND","PA",19013,"DELAWARE","MORT_30_AMI","No Different than the National Rate",13.9,"11.1","17.1",17,NA,NA,NA
390183,"ST LUKE'S MINERS MEMORIAL HOSPITAL","COALDALE","PA",18218,"SCHUYLKILL","MORT_30_AMI","No Different than the National Rate",13.5,"10.2","17.7",NA,NA,NA,NA
390184,"HIGHLANDS HOSPITAL","CONNELLSVILLE","PA",15425,"FAYETTE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390185,"LEHIGH VALLEY HOSPITAL - HAZLETON","HAZLETON","PA",18201,"LUZERNE","MORT_30_AMI","No Different than the National Rate",12.1,"9.9","14.6",16.5,"Better Than National",NA,NA
390192,"TYLER MEMORIAL HOSPITAL","TUNKHANNOCK","PA",18657,"WYOMING","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390194,"GNADEN HUETTEN MEMORIAL HOSPITAL","LEHIGHTON","PA",18235,"CARBON","MORT_30_AMI","No Different than the National Rate",14.5,"11.2","18.4",17.4,NA,NA,NA
390195,"MAIN LINE HOSPITAL LANKENAU","WYNNEWOOD","PA",19096,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",12.2,"9.9","15.0",17.6,"Better Than National","Worse Than National",NA
390197,"SACRED HEART HOSPITAL","ALLENTOWN","PA",18102,"LEHIGH","MORT_30_AMI","No Different than the National Rate",13,"9.9","17.1",16.2,"Better Than National","Better Than National","Better Than National"
390198,"MILLCREEK COMMUNITY HOSPITAL","ERIE","PA",16509,"ERIE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390199,"PUNXSUTAWNEY AREA HOSPITAL","PUNXSUTAWNEY","PA",15767,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",14.4,"11.0","18.4",16.8,NA,NA,NA
390201,"POCONO MEDICAL CENTER","EAST STROUDSBURG","PA",18301,"MONROE","MORT_30_AMI","No Different than the National Rate",12.5,"10.2","15.2",16.8,"Better Than National",NA,NA
390203,"DOYLESTOWN HOSPITAL","DOYLESTOWN","PA",18901,"BUCKS","MORT_30_AMI","No Different than the National Rate",12.6,"10.1","15.1",17.2,"Better Than National",NA,NA
390204,"NAZARETH HOSPITAL","PHILADELPHIA","PA",19152,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.3,"11.0","15.9",16.2,"Better Than National","Better Than National","Better Than National"
390211,"SHARON REGIONAL HEALTH SYSTEM","SHARON","PA",16146,"MERCER","MORT_30_AMI","No Different than the National Rate",13.2,"10.4","16.4",18.4,"Better Than National","Worse Than National",NA
390217,"EXCELA HEALTH FRICK HOSPITAL","MOUNT PLEASANT","PA",15666,"WESTMORELAND","MORT_30_AMI","No Different than the National Rate",13.2,"9.9","17.3",NA,"Better Than National",NA,NA
390219,"EXCELA HEALTH LATROBE HOSPITAL","LATROBE","PA",15650,"WESTMORELAND","MORT_30_AMI","No Different than the National Rate",15.2,"11.8","19.2",17,"Worse Than National",NA,NA
390220,"JENNERSVILLE REGIONAL HOSPITAL","WEST GROVE","PA",19390,"CHESTER","MORT_30_AMI","No Different than the National Rate",15.1,"11.7","19.2",NA,"Worse Than National",NA,NA
390222,"RIDDLE MEMORIAL HOSPITAL","MEDIA","PA",19063,"DELAWARE","MORT_30_AMI","No Different than the National Rate",11.5,"9.2","14.4",17.3,"Better Than National",NA,NA
390223,"PENN PRESBYTERIAN MEDICAL CENTER","PHILADELPHIA","PA",19104,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.2,"10.5","16.6",16.6,"Better Than National",NA,NA
390225,"EPHRATA COMMUNITY HOSPITAL","EPHRATA","PA",17522,"LANCASTER","MORT_30_AMI","No Different than the National Rate",13,"10.0","16.7",16.2,"Better Than National","Better Than National","Better Than National"
390226,"PENNSYLVANIA HOSPITAL","PHILADELPHIA","PA",19107,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.7,"10.1","18.4",17.8,NA,"Worse Than National",NA
390228,"ST CLAIR HOSPITAL","PITTSBURGH","PA",15243,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",14.3,"11.4","17.5",16.7,NA,NA,NA
390231,"ABINGTON MEMORIAL HOSPITAL","ABINGTON","PA",19001,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",14.1,"11.6","16.8",18.1,NA,"Worse Than National",NA
390233,"HANOVER HOSPITAL","HANOVER","PA",17331,"YORK","MORT_30_AMI","No Different than the National Rate",13.5,"11.0","16.4",18,NA,"Worse Than National",NA
390236,"GUTHRIE TOWANDA MEMORIAL HOSPITAL","TOWANDA","PA",18848,"BRADFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390237,"REGIONAL HOSPITAL OF SCRANTON","SCRANTON","PA",18501,"LACKAWANNA","MORT_30_AMI","No Different than the National Rate",16.6,"13.9","19.6",17.5,"Worse Than National","Worse Than National","Worse Than National"
390256,"MILTON S HERSHEY MEDICAL CENTER","HERSHEY","PA",17033,"DAUPHIN","MORT_30_AMI","No Different than the National Rate",13.1,"10.4","16.2",16.6,"Better Than National",NA,NA
390258,"ST MARY MEDICAL CENTER","LANGHORNE","PA",19047,"BUCKS","MORT_30_AMI","Better than the National Rate",11.2,"9.1","13.7",15.2,"Better Than National","Better Than National","Better Than National"
390263,"LEHIGH VALLEY HOSPITAL - MUHLENBERG","BETHLEHEM","PA",18017,"LEHIGH","MORT_30_AMI","No Different than the National Rate",13.8,"11.2","16.9",18.4,NA,"Worse Than National",NA
390265,"JEFFERSON HOSPITAL","JEFFERSON HILLS","PA",15025,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",15.4,"12.3","19.1",17.1,"Worse Than National",NA,NA
390266,"GROVE CITY MEDICAL CENTER","GROVE CITY","PA",16127,"MERCER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390267,"FORBES HOSPITAL","MONROEVILLE","PA",15146,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",14.7,"11.9","18.2",16.2,NA,"Better Than National",NA
390268,"MOUNT NITTANY MEDICAL CENTER","STATE COLLEGE","PA",16803,"CENTRE","MORT_30_AMI","No Different than the National Rate",13.9,"11.2","17.1",17.9,NA,"Worse Than National",NA
390270,"GEISINGER WYOMING VALLEY MEDICAL CENTER","WILKES BARRE","PA",18711,"LUZERNE","MORT_30_AMI","No Different than the National Rate",16.4,"13.2","20.3",16.7,"Worse Than National",NA,NA
390272,"VALLEY FORGE MEDICAL CENTER AND HOSPITAL","NORRISTOWN","PA",19401,"MONTGOMERY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390278,"EAGLEVILLE HOSPITAL","EAGLEVILLE","PA",19408,"MONTGOMERY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390290,"HAHNEMANN UNIVERSITY HOSPITAL","PHILADELPHIA","PA",19102,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",13.5,"10.3","17.4",17.1,NA,NA,NA
390302,"BARIX CLINICS OF PENNSYLVANIA","LANGHORNE","PA",19047,"BUCKS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390304,"ROXBOROUGH MEMORIAL HOSPITAL","PHILADELPHIA","PA",19128,"PHILADELPHIA","MORT_30_AMI","No Different than the National Rate",12.8,"9.7","16.3",16.2,"Better Than National","Better Than National","Better Than National"
390307,"EDGEWOOD SURGICAL HOSPITAL","TRANSFER","PA",16154,"MERCER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390312,"CANCER TREATMENT CENTERS OF AMERICA","PHILADELPHIA","PA",19124,"PHILADELPHIA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390314,"COORDINATED HEALTH ORTHOPEDIC HOSPITAL","BETHLEHEM","PA",18017,"LEHIGH","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390316,"SURGICAL INSTITUTE OF READING","WYOMISSING","PA",19610,"BERKS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390321,"SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","ALLENTOWN","PA",18104,"LEHIGH","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390322,"Rothman Orthopaedic Specialty Hospital, LLC","BENSALEM","PA",19020,"BUCKS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390323,"ADVANCED SURGICAL HOSPITAL","WASHINGTON","PA",15301,"WASHINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390324,"PHYSICIAN'S CARE SURGICAL HOSPITAL","ROYERSFORD","PA",19468,"MONTGOMERY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390325,"OSS ORTHOPAEDIC HOSPITAL","YORK","PA",17402,"YORK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390326,"ST LUKE'S HOSPITAL - ANDERSON CAMPUS","EASTON","PA",18045,"NORTHAMPTON","MORT_30_AMI","No Different than the National Rate",12.5,"9.4","16.4",16.3,"Better Than National","Better Than National","Better Than National"
390327,"WELLSPAN SURGERY AND REHABILITATION HOSPITAL","YORK","PA",17403,"YORK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
390328,"UPMC EAST","MONROEVILLE","PA",15146,"ALLEGHENY","MORT_30_AMI","No Different than the National Rate",12.3,"9.5","15.3",16.1,"Better Than National","Better Than National","Better Than National"
390329,"EINSTEIN MEDICAL CENTER MONTGOMERY","EAST NORRITON","PA",19403,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",15.3,"12.1","19.1",17.5,"Worse Than National","Worse Than National","Worse Than National"
391300,"JERSEY SHORE HOSPITAL","JERSEY SHORE","PA",17740,"LYCOMING","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391301,"MUNCY VALLEY HOSPITAL","MUNCY","PA",17756,"LYCOMING","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391302,"MEYERSDALE MEDICAL CENTER","MYERSDALE","PA",15552,"SOMERSET","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391303,"FULTON COUNTY MEDICAL CENTER","MCCONNELLSBURG","PA",17233,"FULTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391304,"BUCKTAIL MEDICAL CENTER","RENOVO","PA",17764,"CLINTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391305,"TROY COMMUNITY HOSPITAL","TROY","PA",16947,"BRADFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391306,"ENDLESS MOUNTAINS HEALTH SYSTEMS","MONTROSE","PA",18801,"SUSQUEHANNA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391307,"TYRONE HOSPITAL","TYRONE","PA",16686,"BLAIR","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391308,"CORRY MEMORIAL HOSPITAL","CORRY","PA",16407,"ERIE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391309,"BARNES-KASSON COUNTY HOSPITAL","SUSQUEHANNA","PA",18847,"SUSQUEHANNA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391312,"PENN HIGHLANDS BROOKVILLE","BROOKVILLE","PA",15825,"JEFFERSON","MORT_30_AMI","No Different than the National Rate",14.5,"11.4","17.9",17,NA,NA,NA
391313,"CHARLES COLE MEMORIAL HOSPITAL","COUDERSPORT","PA",16915,"POTTER","MORT_30_AMI","No Different than the National Rate",13.7,"10.6","17.2",16.6,NA,NA,NA
391314,"TITUSVILLE HOSPITAL","TITUSVILLE","PA",16354,"CRAWFORD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
391315,"PENN HIGHLANDS ELK","SAINT MARYS","PA",15857,"ELK","MORT_30_AMI","No Different than the National Rate",13.9,"10.7","17.6",16.9,NA,NA,NA
393302,"CHILDREN'S HOSPITAL OF PITTSBURGH OF UPMC","PITTSBURGH","PA",15224,"ALLEGHENY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
393303,"CHILDREN'S HOSPITAL OF PHILADELPHIA","PHILADELPHIA","PA",19104,"PHILADELPHIA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
393304,"CHILDREN'S HOME OF PITTSBURGH","PITTSBURGH","PA",15224,"ALLEGHENY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
393307,"ST CHRISTOPHER'S HOSPITAL FOR CHILDREN","PHILADELPHIA","PA",19133,"PHILADELPHIA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
393308,"CHILDREN'S INSTITUTE OF PITTSBURGH, THE","PITTSBURGH","PA",15217,"ALLEGHENY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
393309,"SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA","PHILADELPHIA","PA",19104,"PHILADELPHIA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400001,"PRESBYTERIAN COMMUNITY HOSP","SAN JUAN","PR",907,"SAN JUAN","MORT_30_AMI","No Different than the National Rate",14.1,"10.7","18.3",16.7,NA,NA,NA
400003,"HOSPITAL METROPOLITANO DR PILA","PONCE","PR",733,"PONCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC","SAN JUAN","PR",936,"SAN JUAN","MORT_30_AMI","No Different than the National Rate",14.9,"11.6","19.0",NA,"Worse Than National",NA,NA
400005,"HIMA SAN PABLO HUMACAO","HUMACAO","PR",791,"HUMACAO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400006,"DOCTORS' CENTER HOSPITAL SAN JUAN","FERNANDEZ JUNCOS","PR",909,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400007,"RYDER MEMORIAL HOSPITAL INC","HUMACAO","PR",791,"HUMACAO","MORT_30_AMI","No Different than the National Rate",13.9,"10.6","18.3",17.1,NA,NA,NA
400009,"SANTA ROSA CLINIC","GUAYAMA","PR",785,"GUAYANILLA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400010,"HOSPITAL GENERAL DE CASTANER","CASTANER","PR",631,"LARES","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400011,"HOSPITAL ORIENTE","HUMACAO","PR",792,"HUMACAO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400012,"HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ","SAN JUAN","PR",935,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400013,"HOSPITAL MENONITA DE CAYEY","CAYEY","PR",737,"CAYEY","MORT_30_AMI","No Different than the National Rate",14,"10.7","18.3",17.6,NA,"Worse Than National",NA
400014,"BELLA VISTA HOSPITAL","MAYAGUEZ","PR",681,"MAYAGUEZ","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400015,"SAN JUAN MUNICIPAL HOSPITAL","RIO PIEDRAS","PR",936,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400016,"AUXILIO MUTUO HOSPITAL","HATO REY","PR",918,"SAN JUAN","MORT_30_AMI","No Different than the National Rate",15.9,"12.4","19.9",16.1,"Worse Than National","Better Than National",NA
400018,"MENNONITE GENERAL HOSPITAL INC","AIBONITO","PR",705,"AIBONITO","MORT_30_AMI","No Different than the National Rate",13.8,"10.2","18.6",NA,NA,NA,NA
400019,"HOSPITAL PAVIA SANTURCE","FERNANDEZ JUNCOS","PR",910,"SAN JUAN","MORT_30_AMI","No Different than the National Rate",14.4,"11.2","18.1",18.9,NA,"Worse Than National",NA
400021,"HOSPITAL DE LA CONCEPCION","SAN GERMAN","PR",683,"SAN GERMAN","MORT_30_AMI","No Different than the National Rate",15.8,"11.8","20.7",17.3,"Worse Than National",NA,NA
400022,"HOSPITAL DAMAS INC","PONCE","PR",717,"PONCE","MORT_30_AMI","No Different than the National Rate",14.6,"11.0","19.2",18.3,NA,"Worse Than National",NA
400026,"LAFAYETTE HOSPITAL","ARROYO","PR",714,"ARROYO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400032,"HOSPITAL HERMANOS MELENDEZ INC","BAYAMON","PR",960,"BAYAMON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400044,"SAN LUKE'S MEMORIAL HOSPITAL INC","PONCE","PR",733,"PONCE","MORT_30_AMI","No Different than the National Rate",14.7,"11.2","18.7",17.9,NA,"Worse Than National",NA
400048,"HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC","GUAYAMA","PR",785,"GUAYANILLA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400061,"HOSPITAL UNIVERSITARIO DE ADULTO","RIO PIEDRAS","PR",927,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400079,"HOSP COMUNITARIO BUEN SAMARITANO","AGUADILLA","PR",603,"AGUADILLA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400087,"HOSPITAL DR CAYETANO COLL Y TOSTE","ARECIBO","PR",613,"ARECIBO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400098,"HOSPITAL SAN FRANCISCO","SAN JUAN","PR",923,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400102,"HOSPITAL MATILDES BRENES INC","BAYAMON","PR",959,"BAYAMON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400103,"MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES","MAYAGUEZ","PR",682,"MAYAGUEZ","MORT_30_AMI","No Different than the National Rate",15.9,"11.9","21.1",17.7,"Worse Than National","Worse Than National","Worse Than National"
400104,"HOSPITAL MENONITA CAGUAS INC","CAGUAS","PR",725,"CAGUAS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400105,"HOSPITAL UNIVERSITARIO DR RUIZ ARNAU","BAYAMON","PR",956,"BAYAMON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400106,"METROPOLITAN HOSPITAL","SAN JUAN","PR",915,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400109,"HIMA SAN PABLO BAYAMON","BAYAMON","PR",961,"BAYAMON","MORT_30_AMI","No Different than the National Rate",16.4,"12.8","21.4",17.1,"Worse Than National",NA,NA
400110,"HOSPITAL METROPOLITANO DR TITO MATTEI","YAUCO","PR",698,"YAUCO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400111,"HOSPITAL SAN CARLOS BORROMEO","MOCA","PR",676,"MOCA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA","CAROLINA","PR",984,"CAROLINA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400113,"HOSPITAL SAN CRISTOBAL","COTO LAUREL","PR",780,"PONCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400114,"MANATI MEDICAL CENTER DR OTERO LOPEZ","MANATI","PR",674,"MANATI","MORT_30_AMI","No Different than the National Rate",13.2,"9.7","17.9",NA,"Better Than National",NA,NA
400115,"CENTRO MEDICO WILMA N VAZQUEZ","VEGA BAJA","PR",693,"VEGA BAJA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400117,"HOSPITAL DR SUSONI INC","ARECIBO","PR",614,"ARECIBO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400118,"DOCTORS' CENTER HOSPITAL, INC","MANATI","PR",674,"MANATI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400120,"HIMA SAN PABLO-CAGUAS","CAGUAS","PR",725,"CAGUAS","MORT_30_AMI","No Different than the National Rate",15.2,"11.4","19.7",17.3,"Worse Than National",NA,NA
400121,"HOSPITAL SAN GERARDO","SAN JUAN","PR",928,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400122,"PROFESSIONAL HOSPITAL GUAYNABO INC","ALT DE SANTA","PR",969,"GUAYNABO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400123,"HOSPITAL PEREA","MAYAGUEZ","PR",681,"MAYAGUEZ","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400124,"CENTRO CARDIOVASCULAR","RIO PIEDRAS","PR",936,"SAN JUAN","MORT_30_AMI","No Different than the National Rate",13.8,"10.1","18.6",17.4,NA,NA,NA
400125,"HIMA-SAN PABLO FAJARDO","FAJARDO","PR",738,"FAJARDO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400126,"HOSPITAL METROPOLITANO SAN GERMAN","SAN GERMAN","PR",683,"SAN GERMAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400127,"ADMIN DE SERVICIOS MEDICOS  PUERTO RIC","SAN JUAN","PR",935,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400128,"HOSPITAL PAVIA HATO REY, INC","HATO REY","PR",919,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400130,"HOSPITAL METROPOLITANO DE LA MONTANA","BDA NUEVA","PR",641,"UTUADO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
400131,"CARIBBEAN MEDICAL CENTER","FAJARDO","PR",738,"FAJARDO","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
403301,"UNIVERSITY PEDIATRIC HOSPITAL","SAN JUAN","PR",935,"SAN JUAN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
410001,"MEMORIAL HOSPITAL OF RHODE ISLAND","PAWTUCKET","RI",2860,"PROVIDENCE","MORT_30_AMI","No Different than the National Rate",13.1,"9.9","17.0",16.5,"Better Than National",NA,NA
410004,"ROGER WILLIAMS MEDICAL CENTER","PROVIDENCE","RI",2908,"PROVIDENCE","MORT_30_AMI","No Different than the National Rate",11.6,"9.2","14.6",17.1,"Better Than National",NA,NA
410005,"OUR LADY OF FATIMA HOSPITAL","NORTH PROVIDENCE","RI",2904,"PROVIDENCE","MORT_30_AMI","No Different than the National Rate",13.1,"10.4","16.5",17.8,"Better Than National","Worse Than National",NA
410006,"NEWPORT HOSPITAL","NEWPORT","RI",2840,"NEWPORT","MORT_30_AMI","No Different than the National Rate",13.1,"10.1","16.4",16.5,"Better Than National",NA,NA
410007,"RHODE ISLAND HOSPITAL","PROVIDENCE","RI",2903,"PROVIDENCE","MORT_30_AMI","No Different than the National Rate",12.3,"10.0","14.8",17.9,"Better Than National","Worse Than National",NA
410008,"SOUTH COUNTY HOSPITAL INC","WAKEFIELD","RI",2879,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",14.7,"11.4","18.9",16.6,NA,NA,NA
410009,"KENT COUNTY MEMORIAL HOSPITAL","WARWICK","RI",2886,"KENT","MORT_30_AMI","No Different than the National Rate",12.2,"9.8","14.9",16.4,"Better Than National",NA,NA
410010,"WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","PROVIDENCE","RI",2905,"PROVIDENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
410011,"LANDMARK MEDICAL CENTER,  INC","WOONSOCKET","RI",2895,"PROVIDENCE","MORT_30_AMI","No Different than the National Rate",12.6,"10.1","15.5",18.5,"Better Than National","Worse Than National",NA
410012,"MIRIAM HOSPITAL","PROVIDENCE","RI",2906,"PROVIDENCE","MORT_30_AMI","Better than the National Rate",11.3,"9.2","14.0",15.6,"Better Than National","Better Than National","Better Than National"
410013,"WESTERLY HOSPITAL","WESTERLY","RI",2891,"WASHINGTON","MORT_30_AMI","No Different than the National Rate",13.2,"10.3","16.8",17.1,"Better Than National",NA,NA
420002,"PIEDMONT MEDICAL CENTER","ROCK HILL","SC",29730,"YORK","MORT_30_AMI","No Different than the National Rate",16.1,"13.3","19.4",16.4,"Worse Than National",NA,NA
420004,"MUSC MEDICAL CENTER","CHARLESTON","SC",29425,"CHARLESTON","MORT_30_AMI","No Different than the National Rate",13.6,"10.7","16.9",18.8,NA,"Worse Than National",NA
420005,"MCLEOD MEDICAL CENTER - DILLON","DILLON","SC",29536,"DILLON","MORT_30_AMI","No Different than the National Rate",15.3,"11.8","19.9",17.1,"Worse Than National",NA,NA
420007,"SPARTANBURG MEDICAL CENTER","SPARTANBURG","SC",29303,"SPARTANBURG","MORT_30_AMI","No Different than the National Rate",15.4,"13.1","18.1",16.5,"Worse Than National",NA,NA
420009,"GHS OCONEE MEMORIAL  HOSPITAL","SENECA","SC",29672,"OCONEE","MORT_30_AMI","No Different than the National Rate",15.3,"11.7","19.5",16.4,"Worse Than National",NA,NA
420010,"CAROLINA PINES REGIONAL MEDICAL CENTER","HARTSVILLE","SC",29550,"DARLINGTON","MORT_30_AMI","No Different than the National Rate",13.8,"10.6","17.7",16.7,NA,NA,NA
420011,"CANNON MEMORIAL HOSPITAL","PICKENS","SC",29671,"PICKENS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420015,"BAPTIST EASLEY HOSPITAL","EASLEY","SC",29641,"PICKENS","MORT_30_AMI","No Different than the National Rate",14.7,"11.3","18.9",16.7,NA,NA,NA
420018,"PALMETTO HEALTH RICHLAND","COLUMBIA","SC",29203,"RICHLAND","MORT_30_AMI","No Different than the National Rate",12.1,"9.8","14.7",16.5,"Better Than National",NA,NA
420019,"CHESTER REGIONAL MEDICAL CENTER","CHESTER","SC",29706,"CHESTER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
